,chromosome,start,end
MED14OS,X,40735385,40738897
MEMO1P4,X,123765301,123765686
METTL15P3,X,22435598,22436818
METTL1P1,X,25194381,25195207
MFN1P1,X,109568478,109570289
MGAT2P1,X,135730733,135732197
MGAT2P2,X,135751119,135752583
MID1,X,10445310,10833654
MID1IP1,X,38801440,38806537
MID1IP1-AS1,X,38779495,38870856
MID2,X,107825755,107931637
MIR106AHG,X,134168911,134174129
MIR1264,X,114652655,114652723
MIR1277,X,118386394,118386471
MIR188,X,50003503,50003588
MIR1911,X,114763184,114763263
MIR221,X,45746157,45746266
MIR222,X,45747015,45747124
MIR222HG,X,45745210,45851873
MIR223,X,66018870,66018979
MIR223HG,X,66012419,66020430
MIR23C,X,20017088,20017187
MIR320D2,X,140926172,140926219
MIR325HG,X,76656866,77014532
MIR374A,X,74287286,74287357
MIR374B,X,74218547,74218618
MIR374C,X,74218549,74218618
MIR3915,X,32583656,32583752
MIR3937,X,39661216,39661321
MIR3978,X,110082118,110082218
MIR421,X,74218377,74218461
MIR424,X,134546614,134546711
MIR4330,X,151168222,151168326
MIR448,X,114823454,114823564
MIR450A1,X,134540341,134540431
MIR450A2,X,134540508,134540607
MIR450B,X,134540185,134540262
MIR503HG,X,134543118,134549644
MIR505,X,139924148,139924231
MIR509-1,X,147260532,147260625
MIR509-2,X,147258760,147258850
MIR509-3,X,147259652,147259726
MIR513A1,X,147213463,147213591
MIR513A2,X,147225826,147225952
MIR513B,X,147199044,147199127
MIR532,X,50003148,50003238
MIR542,X,134541341,134541437
MIR545,X,74287104,74287209
MIR548AJ2,X,38023895,38023986
MIR548AM,X,16627012,16627085
MIR548AN,X,106639814,106639896
MIR548AX,X,11318614,11318686
MIR548F5,X,32641474,32641559
MIR548M,X,95063141,95063226
MIR651,X,8126965,8127061
MIR652,X,110055329,110055426
MIR660,X,50013241,50013337
MIR6857,X,53405673,53405765
MIR6858,X,154450320,154450386
MIR6894,X,53198889,53198945
MIR8088,X,52336557,52336642
MIR891A,X,146027794,146027872
MIR891B,X,146001053,146001131
MIR892A,X,145996669,145996743
MIR892B,X,145997198,145997274
MIR98,X,53556223,53556341
MKI67P1,X,46560928,46562749
MKRN4P,X,40834485,40836005
MKRN5P,X,74161062,74162528
MMADHCP1,X,76222637,76223097
MMGT1,X,135960588,135974029
MORC4,X,106813871,107000212
MORF4L1P5,X,65327988,65331233
MORF4L1P6,X,73474563,73474830
MORF4L2,X,103675496,103688158
MORF4L2-AS1,X,103687243,103691772
MOSPD1,X,134887632,134915257
MOSPD2,X,14873421,14922327
MPC1L,X,40623428,40624136
MPP1,X,154778684,154821007
MPV17L2P1,X,53340986,53341505
MRPL32P1,X,48583093,48583339
MRPL35P4,X,12844865,12845430
MRPS18CP7,X,53825887,53826309
MRPS22P1,X,87807549,87809883
MRRFP1,X,123116107,123117781
MSL3,X,11758159,11775772
MSL3-DT,X,11668401,11757718
MSN,X,65588377,65741931
MTATP6P19,X,102798396,102799560
MTCO1P19,X,102796251,102797093
MTCO1P52,X,55178207,55178737
MTCO1P53,X,126471705,126472403
MTCO2P19,X,102797531,102798128
MTCO3P19,X,102799563,102799883
MTCP1,X,155064034,155147937
MTCYBP12,X,5169512,5170645
MTCYBP31,X,70120353,70121474
MTCYBP32,X,102806741,102807824
MTCYBP38,X,126729104,126730226
MTHFD1P1,X,57392646,57395409
MTM1,X,150568417,150673143
MTMR1,X,150692971,150765108
MTMR8,X,64268081,64395452
MTND1P30,X,55180377,55181277
MTND1P31,X,62842542,62843502
MTND1P32,X,102785667,102786604
MTND1P33,X,143433042,143433958
MTND2P2,X,102786813,102788387
MTND2P24,X,55179194,55179999
MTND2P25,X,62843697,62844306
MTND2P39,X,143434517,143435280
MTND4LP1,X,126472728,126472884
MTND4P24,X,126472885,126473281
MTND4P31,X,70124972,70129071
MTND4P32,X,102799942,102801399
MTND5P26,X,102803041,102806138
MTND6P12,X,5168918,5169439
MTND6P13,X,102008524,102009046
MTND6P32,X,102806164,102806646
MXRA5,X,3308565,3346652
MYCLP1,X,107272582,107273656
NAA10,X,153929225,153935080
NAA20P1,X,132907279,132907575
NAB1P1,X,151226229,151227715
NALF2,X,69504326,69532508
NANOGNBP3,X,101337725,101338289
NANOGP10,X,43407665,43408559
NAP1L2,X,73212299,73214851
NAP1L3,X,93670930,93673578
NAP1L6P,X,73126514,73127735
NBDY,X,56729241,56819179
NCBP2L,X,107774899,107795829
NCKAP1P1,X,97906644,97908090
NCLP2,X,135075136,135076597
NDP,X,43948776,43973395
NDP-AS1,X,43949732,43971582
NDUFA1,X,119871832,119876662
NDUFA5P7,X,86066227,86066468
NDUFB11,X,47142071,47145466
NDUFB3P5,X,141380823,141381107
NDUFB5P2,X,96953630,96954195
NEXMIF,X,74732856,74925472
NFYCP1,X,35761499,35762479
NHS,X,17375200,17735994
NHS-AS1,X,17552349,17557387
NHSL2,X,71910845,72161750
NICN2P,X,47273366,47274390
NKAP,X,119920672,119943751
NKAPP1,X,120238193,120245099
NKRF,X,119588337,119606443
NLGN3,X,71144821,71175255
NLGN4X,X,5840637,6228867
NLRP2B,X,57677067,57680260
NLRP3P1,X,107974078,107985008
NLRP7P1,X,131492279,131492886
NOLC1P1,X,8980425,8982505
NONO,X,71254814,71301522
NOX1,X,100843324,100874359
NPM1P34,X,124280530,124281422
NPM1P49,X,47438736,47439774
NPM1P8,X,32205902,32206738
NPM1P9,X,14834476,14835319
NR0B1,X,30304206,30309390
NRK,X,105822539,105958610
NSA2P3,X,100910712,100911489
NSDHL,X,152830967,152869729
NT5DC1P1,X,93388075,93389497
NT5DC1P2,X,134272287,134273658
NUDT10,X,51332231,51337525
NUDT11,X,51490011,51496592
NUDT19P2,X,103007461,103008072
NUP62CL,X,107123427,107206433
NUS1P1,X,47512602,47513483
NUTF2P7,X,71016531,71016905
NXF2,X,102247167,102326722
NXF2B,X,102360395,102440008
NXF3,X,103075810,103093143
NXF4,X,102561935,102571465
NXF5,X,101832537,101843278
NXT2,X,109535781,109544698
NYX,X,41447343,41475710
OCRL,X,129539849,129592561
OFD1,X,13734743,13777955
OGT,X,71533087,71575892
OPHN1,X,67949349,68433913
OPN1LW,X,154144243,154159032
OPN1MW,X,154182596,154196861
OPN1MW2,X,154219756,154233286
OPN1MW3,X,154257582,154271090
OR13H1,X,131544074,131545000
OR2AF1P,X,131619013,131619951
OTC,X,38327598,38422908
OTUD6A,X,70062457,70064179
P2RY10,X,78945332,78963727
P2RY10BP,X,79084936,79085848
P2RY4,X,70258166,70260204
PA2G4P1,X,120868611,120869807
PABIR2,X,134769566,134797232
PABIR3,X,134796395,134854835
PABPC1L2A,X,73077276,73079512
PABPC1L2B,X,73002939,73006106
PABPC1P3,X,74583088,74583546
PABPC5,X,91434595,91438584
PABPC5-AS1,X,91277171,91435246
PABPN1P1,X,71420083,71420514
PAFAH1B2P1,X,25029545,25030235
PAGE1,X,49687447,49695984
PAGE2,X,55089018,55092842
PAGE2B,X,55075030,55078909
PAGE3,X,55258415,55264916
PAGE4,X,49793653,49834264
PAGE5,X,55220346,55224108
PAICSP7,X,94636663,94639570
PAK3,X,110944285,111227361
PARD6BP1,X,123878590,123879296
PASD1,X,151563675,151676739
PBDC1,X,76173040,76178755
PCDH11X,X,91779261,92623230
PCDH19,X,100291644,100410273
PCNAP3,X,46058751,46059528
PCNPP4,X,75537547,75538702
PCSK1N,X,48831096,48835610
PCYT1B,X,24558087,24672677
PCYT1B-AS1,X,24650073,24658237
PDCL2P1,X,23198339,23198690
PDHA1,X,19343893,19361718
PDK1P2,X,81600072,81601306
PDK3,X,24465244,24550466
PDZD11,X,70281118,70290514
PDZD4,X,153802166,153830565
PFKFB1,X,54932961,54998534
PGAM1P7,X,46646594,46647330
PGAM4,X,77967949,77969638
PGAM4P1,X,54671985,54672638
PGK1,X,77910739,78129295
PGK1P1,X,68070520,68071767
PGRMC1,X,119236245,119244466
PHEX,X,22032325,22494713
PHF10P1,X,155292169,155293432
PHF5AP4,X,115659713,115660022
PHF6,X,134373288,134428791
PHF8,X,53936676,54048958
PHKA1,X,72578814,72714319
PHKA1-AS1,X,72688950,72712348
PHKA2,X,18892298,18984114
PHKA2-AS1,X,18890296,18894974
PIGA,X,15319452,15335554
PIN4,X,72181353,72302926
PINCR,X,43176986,43226598
PIR,X,15384799,15493564
PJA1,X,69160851,69165521
PLAC1,X,134565838,134764322
PLCE1P1,X,30290047,30290351
PLP1,X,103773718,103792619
PLP2,X,49171898,49175235
PLS3,X,115561174,115650861
PLS3-AS1,X,115518182,115562731
PLXNA3,X,154458281,154477779
PLXNB3,X,153764196,153779346
PLXNB3-AS1,X,153735626,153766488
PNCK,X,153669733,153689010
PNKDP1,X,131803312,131803741
PNMA3,X,153056409,153060467
PNMA5,X,152988824,152994116
PNMA6A,X,153072454,153075019
PNMA6B,X,153075769,153076968
PNMA6E,X,153395639,153401392
PNMA6F,X,153317680,153321767
PNPLA10P,X,127390342,127392526
PNPLA4,X,7898247,7927739
POF1B,X,85277396,85379717
POLA1,X,24693873,24996986
PORCN,X,48508959,48520814
PORCN-DT,X,48506453,48508906
POU3F4,X,83508290,83512127
PPEF1,X,18675909,18827921
PPEF1-AS1,X,18688634,18692701
PPIAP89,X,100800303,100800784
PPIAP90,X,101443707,101444103
PPIAP91,X,150818753,150819246
PPP1R11P2,X,57229034,57229415
PPP1R2C,X,42777366,42778163
PPP1R3F,X,49269793,49301461
PPP4R3C,X,27460207,27463341
PQBP1,X,48890197,48903402
PRDX4,X,23664262,23686397
PRICKLE3,X,49174802,49186528
PRKCIP1,X,101537485,101539276
PRKX,X,3604340,3713649
PRKX-AS1,X,3659487,3668192
PRPF4BP1,X,116748530,116748877
PRPS1,X,107628428,107651993
PRPS2,X,12791355,12824222
PRR32,X,126819729,126821786
PRRG1,X,37349309,37492702
PRRG3,X,151694607,151705924
PRXL2CP1,X,65356890,65357547
PSMA1P1,X,80709928,80710705
PSMA6P2,X,12825840,12826833
PSMD10,X,108084207,108091549
PTCHD1,X,23334849,23404374
PTCHD1-AS,X,22162728,23333685
PUDP,X,6667865,7148158
PWWP3B,X,106168305,106208956
RAB11FIP1P1,X,74202834,74204595
RAB28P5,X,136847384,136848034
RAB33A,X,130171962,130184870
RAB39B,X,155258235,155264491
RAB40A,X,103499130,103519489
RAB40AL,X,102937272,102938300
RAB41,X,70282093,70285002
RAB9A,X,13689128,13710504
RAB9B,X,103822327,103832257
RAC1P4,X,137441258,137441836
RAD21P1,X,100801188,100803060
RADX,X,106611930,106679439
RAI2,X,17800049,17861337
RANBP1P1,X,25645722,25646327
RANP4,X,136807223,136807877
RAP2C,X,132203024,132219480
RAP2C-AS1,X,132161687,132432862
RARRES2P3,X,21421822,21422294
RBBP7,X,16839283,16870362
RBBP8P1,X,118632375,118634616
RBM10,X,47145221,47186813
RBM22P6,X,52485046,52485912
RBM3,X,48574449,48581162
RBM39P1,X,44029332,44030921
RBM41,X,107052095,107118823
RBMX,X,136848004,136880764
RBMX2,X,130401987,130413656
RBMX2P2,X,141261119,141264213
RBMXL3,X,115189410,115192868
RBMXP5,X,65956289,65957196
RDXP2,X,27517771,27517881
RDXP3,X,27517884,27519759
RENBP,X,153935269,153944687
REPS2,X,16946658,17153272
RGN,X,47078355,47093314
RHOG2P,X,71352418,71352988
RHOXF1,X,120109051,120245267
RHOXF1-AS1,X,120036236,120146855
RHOXF1P1,X,120014802,120015407
RHOXF1P3,X,119942834,119992838
RHOXF2,X,120158613,120165630
RHOXF2B,X,120072264,120077690
RIBC1,X,53422690,53431120
RIPPLY1,X,106900063,106903341
RLIM,X,74582976,74614624
RN7SKP149,X,143197248,143197591
RN7SKP183,X,20452108,20452431
RN7SKP194,X,96410432,96410782
RN7SKP20,X,13596236,13596548
RN7SKP290,X,12614003,12614197
RN7SKP31,X,138397351,138397628
RN7SKP81,X,143090347,143090677
RN7SL118P,X,119434519,119434820
RN7SL144P,X,41683168,41683462
RN7SL15P,X,41345576,41345876
RN7SL190P,X,123811331,123811587
RN7SL191P,X,131134086,131134390
RN7SL262P,X,49152651,49152944
RN7SL266P,X,112855874,112856162
RN7SL291P,X,44772773,44773061
RN7SL325P,X,137595265,137595547
RN7SL379P,X,96023360,96023652
RN7SL388P,X,72198712,72199050
RN7SL460P,X,77885377,77885634
RN7SL48P,X,18915243,18915535
RN7SL578P,X,3058220,3058502
RN7SL581P,X,70222006,70222314
RN7SL648P,X,74242608,74242908
RN7SL658P,X,16539137,16539439
RN7SL667P,X,153403844,153404141
RN7SL687P,X,153666226,153666510
RN7SL697P,X,154495815,154496113
RN7SL712P,X,115992466,115992773
RN7SL727P,X,140085855,140086150
RN7SL732P,X,39786524,39786823
RN7SL74P,X,97341046,97341344
RN7SL785P,X,47280811,47281063
RN7SL790P,X,74390692,74390989
RN7SL799P,X,64210691,64210988
RN7SL91P,X,25060649,25060939
RN7SL93P,X,113976341,113976633
RNA5SP500,X,28982852,28982970
RNA5SP502,X,41292798,41292916
RNA5SP504,X,52665231,52665347
RNA5SP507,X,70253042,70253162
RNA5SP513,X,129436530,129436647
RNA5SP514,X,131938846,131938956
RNA5SP515,X,135428168,135428285
RNA5SP516,X,142411053,142411171
RNA5SP517,X,146427456,146427572
RNA5SP524,X,148008100,148008215
RNA5SP525,X,151026295,151026406
RNF113A,X,119870475,119871733
RNF128,X,106693794,106797016
RNU1-112P,X,72740706,72740869
RNU1-115P,X,133238657,133238816
RNU1-142P,X,26790142,26790286
RNU1-56P,X,71020275,71020438
RNU1-57P,X,113949917,113950082
RNU1-67P,X,119423742,119423905
RNU12-2P,X,47132671,47132826
RNU2-26P,X,91798093,91798283
RNU2-68P,X,72376979,72377169
RNU4-44P,X,134760208,134760348
RNU4-52P,X,49082028,49082165
RNU4-6P,X,16875146,16875267
RNU4-81P,X,70450879,70451022
RNU5F-7P,X,15916189,15916303
RNU6-1044P,X,73397531,73397637
RNU6-1056P,X,48724455,48724561
RNU6-1078P,X,71965972,71966074
RNU6-1124P,X,42174279,42174385
RNU6-114P,X,3572857,3572961
RNU6-1189P,X,47087506,47087612
RNU6-1225P,X,68102068,68102132
RNU6-122P,X,123874459,123874565
RNU6-1321P,X,41570923,41571029
RNU6-1323P,X,116850839,116850945
RNU6-133P,X,21214637,21214743
RNU6-146P,X,3607258,3607365
RNU6-154P,X,116400848,116400953
RNU6-202P,X,41919254,41919349
RNU6-207P,X,105676071,105676177
RNU6-245P,X,68539443,68539549
RNU6-266P,X,22527835,22527941
RNU6-29P,X,48776965,48777071
RNU6-309P,X,108826764,108826869
RNU6-30P,X,101634006,101634112
RNU6-332P,X,94003815,94003922
RNU6-383P,X,150955494,150955587
RNU6-3P,X,141118030,141118136
RNU6-434P,X,54343546,54343652
RNU6-493P,X,80900757,80900864
RNU6-49P,X,37870109,37870215
RNU6-504P,X,51870706,51870809
RNU6-50P,X,46517766,46517868
RNU6-562P,X,75202703,75202809
RNU6-589P,X,102678707,102678813
RNU6-591P,X,39081180,39081285
RNU6-630P,X,42139425,42139530
RNU6-641P,X,36021939,36022045
RNU6-707P,X,48153980,48154074
RNU6-722P,X,48959179,48959282
RNU6-800P,X,10582817,10582919
RNU6-854P,X,77837289,77837395
RNU6-867P,X,76244968,76245074
RNU6-934P,X,101325404,101325510
RNU6-974P,X,82001220,82001327
RNU6-985P,X,137687891,137687994
RNU6-98P,X,132580117,132580223
RNU6ATAC23P,X,139885481,139885603
RNU7-37P,X,120503037,120503096
RNU7-56P,X,16767844,16767905
RNU7-7P,X,38608215,38608276
RNY3P16,X,119456558,119456658
RNY4P23,X,70396279,70396375
RP2,X,46837043,46882358
RPA4,X,96883908,96885467
RPGR,X,38269163,38327544
RPL10,X,154389955,154409168
RPL12P43,X,118146063,118146561
RPL12P49,X,16803233,16803353
RPL12P50,X,151023607,151023722
RPL17P49,X,12395757,12396167
RPL18AP14,X,104803915,104804440
RPL18AP15,X,111624210,111624726
RPL18AP16,X,153662162,153662692
RPL19P20,X,44649129,44649719
RPL19P21,X,150993501,150994091
RPL21P132,X,101339917,101340934
RPL21P133,X,134607157,134607632
RPL21P134,X,75384346,75384828
RPL22P22,X,82506434,82506812
RPL22P23,X,136947748,136948133
RPL23AP83,X,56242937,56243409
RPL24P9,X,3953056,3953561
RPL26P36,X,92676519,92676954
RPL30P15,X,13574746,13575066
RPL31P63,X,68600099,68600473
RPL32P35,X,128838441,128838834
RPL32P36,X,40907987,40908391
RPL36A,X,101390824,101396155
RPL36A-HNRNPH2,X,101391011,101412297
RPL36AP52,X,141138478,141139174
RPL36AP53,X,114589620,114589935
RPL36AP54,X,134522702,134522990
RPL36P18,X,115198432,115198749
RPL39,X,119786504,119791630
RPL3P12,X,122538253,122539460
RPL6P29,X,98251679,98252543
RPL6P30,X,16198428,16199289
RPL7AP71,X,54223324,54224062
RPL7L1P11,X,148464708,148465428
RPL7P53,X,73535503,73536241
RPL7P54,X,78763226,78763899
RPL7P55,X,93573834,93574579
RPL7P56,X,136791064,136791780
RPL7P57,X,47840963,47841702
RPL7P58,X,26686026,26687955
RPL9P7,X,23836742,23837321
RPS11P7,X,39865424,39865888
RPS15AP39,X,41748222,41748608
RPS15AP40,X,36374793,36375183
RPS17P17,X,140470866,140471274
RPS23P8,X,70962964,70963293
RPS24P19,X,133670971,133671386
RPS24P21,X,3112900,3113596
RPS26P11,X,72044545,72044892
RPS26P56,X,129408382,129408621
RPS26P57,X,124688504,124688838
RPS26P58,X,24429573,24429920
RPS27AP17,X,6989329,6989783
RPS27AP20,X,3717149,3717600
RPS29P28,X,96195477,96195617
RPS2P55,X,40934982,40935864
RPS4X,X,72255679,72277248
RPS5P7,X,109853312,109853919
RPS5P8,X,6422092,6422701
RPS6KA3,X,20149911,20267519
RPS6KA6,X,84058346,84206356
RPS6P26,X,74376125,74376885
RPS7P12,X,134650830,134651411
RPS7P13,X,95679130,95679627
RPS7P14,X,74409518,74410100
RPSAP14,X,74031462,74031820
RPSAP15,X,87703343,87704203
RPSAP59,X,103206010,103206899
RPSAP60,X,152045314,152046193
RPSAP61,X,44741087,44741964
RPSAP62,X,53322990,53323822
RPSAP63,X,133762796,133763683
RPSAP8,X,100155885,100156773
RRAGB,X,55717749,55758774
RRM2P3,X,44309314,44310476
RRM2P4,X,144309132,144309693
RS1,X,18639688,18672108
RTL3,X,78656068,78659328
RTL4,X,112083016,112457514
RTL5,X,72127110,72131915
RTL8A,X,135050932,135052196
RTL8B,X,135020513,135022542
RTL8C,X,135032355,135033546
RTL9,X,110358848,110456334
RUVBL2P1,X,128440929,128441785
S100A11P6,X,48274904,48275047
S100A11P9,X,48336899,48337169
S100G,X,16650158,16654670
SAGE1,X,135890182,135913062
SAGE2P,X,135673591,135686151
SAGE3P,X,135637623,135642756
SAGE4P,X,135598927,135615431
SALL1P1,X,49664844,49668680
SALL4P2,X,129871309,129877567
SASH3,X,129779949,129795201
SAT1,X,23783173,23786210
SAT1-DT,X,23772809,23783406
SATL1,X,85092284,85243911
SC4MOP,X,37945884,37946775
SCARNA23,X,24744441,24744570
SCML1,X,17737449,17754988
SCML2,X,18239313,18354688
SDCBPP3,X,40890647,40891537
SEPHS1P4,X,73769248,73770423
SEPTIN6,X,119615724,119693370
SERBP1P1,X,68783472,68785066
SERBP1P4,X,91560436,91561597
SERPINA7,X,106032435,106038727
SERPINA7P1,X,106562774,106563404
SERTM2,X,111511645,111522399
SETP15,X,15917548,15918631
SETP4,X,84755136,84756003
SETP8,X,116963049,116963676
SFR1P1,X,120202061,120202748
SFR1P2,X,85849410,85850139
SH2D1A,X,124227868,124373197
SH3BGRL,X,81202102,81298547
SH3KBP1,X,19533977,19887600
SHISA5P1,X,41322601,41323111
SHISA5P2,X,74066083,74066592
SHROOM2,X,9786429,9949443
SHROOM4,X,50586796,50814302
SIAH1P1,X,35626142,35627064
SKP2P1,X,96620654,96621903
SLC10A3,X,154487306,154490690
SLC16A2,X,74421493,74533917
SLC25A14,X,130339888,130373361
SLC25A43,X,119399336,119454478
SLC25A5,X,119468422,119471396
SLC25A5-AS1,X,119465986,119469783
SLC25A53,X,104099214,104157009
SLC25A53P1,X,103928099,103929017
SLC35A2,X,48903180,48911958
SLC35C2P1,X,16897651,16898521
SLC38A5,X,48458537,48470260
SLC6A14,X,116436606,116461458
SLC6A8,X,153687926,153696588
SLC7A3,X,70925579,70931125
SLC9A6,X,135973841,136047269
SLC9A7,X,46599251,46759118
SLITRK2,X,145817829,145829856
SLITRK4,X,143622790,143636101
SMARCA1,X,129446501,129523500
SMC1A,X,53374149,53422728
SMIM10,X,134990991,134992473
SMIM10L2A,X,135421944,135428075
SMIM10L2B,X,135094985,135098712
SMIM10L2B-AS1,X,135059685,135123952
SMIM15P1,X,43000174,43000396
SMIM9,X,154823348,154834662
SMPX,X,21705978,21758116
SMS,X,21940709,21994837
SMSP1,X,47718002,47719099
SNORA11,X,54814370,54814497
SNORA11C,X,47388649,47388777
SNORA35,X,114630797,114630924
SNORA36A,X,154768528,154768659
SNORA56,X,154774998,154775126
SNORA69,X,119787353,119787484
SNORA70,X,154400281,154400415
SNORD3E,X,70846080,70846295
SNORD96B,X,110224985,110225063
SNRPEP9,X,24513450,24513687
SNURFL,X,139362040,139362382
SNX12,X,71056332,71073426
SNX3P1X,X,92515323,92515497
SOCS5P4,X,71043214,71045470
SOCS6P1,X,71527814,71530225
SOWAHD,X,119758588,119760202
SOX3,X,140502985,140505069
SPACA5,X,48004336,48009733
SPANXA1,X,141583674,141584738
SPANXA2-OT1,X,141176743,141649927
SPANXB1,X,141002594,141003706
SPANXC,X,141241463,141242517
SPANXD,X,141697411,141698739
SPANXN1,X,145247503,145256208
SPANXN2,X,143711955,143720752
SPANXN3,X,143508735,143517475
SPANXN4,X,143025928,143034702
SPANXN5,X,52796144,52797427
SPIN2A,X,57134530,57137523
SPIN2B,X,57118551,57121548
SPIN3,X,56818298,56995827
SPIN4,X,63347228,63351332
SPIN4-AS1,X,63349646,63352178
SPRING1P2,X,130645723,130646325
SPRY3,X,155612572,155782459
SPRYD7P1,X,77374212,77381319
SRD5A1P1,X,139446891,139447676
SRD5A2P1,X,155310247,155310490
SRIP2,X,89367435,89367600
SRPK3,X,153776412,153785732
SRPX,X,38149336,38220924
SRPX2,X,100644195,100675788
SRRM1P3,X,136976417,136985705
SRSF6P1,X,45913118,45913871
SSBL2P,X,62779250,62780326
SSR4,X,153793516,153798499
SSX1,X,48255392,48267444
SSX13P,X,48156367,48166350
SSX14P,X,52598494,52603289
SSX18P,X,48276704,48277578
SSX19P,X,48322349,48326683
SSX2,X,52696896,52707178
SSX20P,X,48212791,48218010
SSX2B,X,52751132,52790305
SSX3,X,48346427,48356707
SSX4,X,48383516,48393347
SSX4B,X,48402082,48411960
SSX5,X,48186220,48196795
SSX7,X,52644061,52654900
SSX9P,X,48296816,48304867
ST13P18,X,93287733,93288759
STAG2,X,123960212,124422664
STAG2-AS1,X,123923111,123961639
STARD8,X,68647666,68725842
STAU2P1,X,90039213,90039834
STEEP1,X,119538149,119565409
STIP1P3,X,86084716,86086339
STK24P1,X,136295690,136300298
STK26,X,132023302,132075943
STS,X,7147237,7804358
SUMO2P21,X,115718942,115719229
SUPT20HL1,X,24360639,24367839
SUPT20HL2,X,24308210,24314069
SUV39H1,X,48695554,48709016
SYAP1,X,16719612,16765340
SYN1,X,47571901,47619857
SYP,X,49187815,49200218
SYP-AS1,X,49198833,49202457
SYTL4,X,100671783,100732123
SYTL5,X,38006553,38128819
TAB3,X,30827442,30975084
TAB3-AS1,X,30834623,30835300
TAB3-AS2,X,30854321,30854707
TAF1,X,71366136,71532374
TAF7L,X,101268253,101293057
TAF9B,X,78129748,78139650
TAFAZZIN,X,154411524,154421726
TASL,X,30558809,30577766
TATDN2P1,X,44283916,44286246
TBC1D25,X,48539714,48562609
TBC1D8B,X,106802673,106876150
TBCAP1,X,33041395,33041721
TBL1X,X,9463320,9741037
TBX22,X,80014753,80031774
TCEAL1,X,103628704,103630953
TCEAL3,X,103607451,103629690
TCEAL3-AS1,X,103626076,103626492
TCEAL4,X,103576231,103587729
TCEAL5,X,103273691,103276750
TCEAL7,X,103330229,103332326
TCEAL8,X,103252995,103255192
TCEAL9,X,103356489,103358462
TCEANC,X,13653112,13681964
TCERG1P1,X,117399452,117400081
TCP11X1,X,102215298,102229532
TCP11X2,X,102456862,102471842
TCP11X3P,X,102173100,102185021
TENM1,X,124375903,125204312
TENT5D,X,80335504,80445311
TERF1P4,X,83748825,83749939
TERF1P7,X,75326772,75327999
TEX11,X,70528940,70908711
TEX13A,X,105218929,105220694
TEX13B,X,107980864,107982370
TEX13C,X,125319871,125325216
TEX13D,X,124246249,124336863
TEX28,X,154271265,154295853
TEX28P3,X,154233615,154251288
TFDP1P2,X,36962196,36963425
TFDP3,X,133216662,133218354
TFE3,X,49028726,49043410
TGIF2LX,X,89921908,89922883
THAP12P1,X,74396871,74399550
THOC2,X,123600561,123733056
TIMM17B,X,48893447,48898143
TIMM8A,X,101345661,101348742
TIMM8BP2,X,134166682,134166932
TIMP1,X,47582408,47586789
TIPINP1,X,53456273,53457029
TJAP1P1,X,129041536,129043183
TKTL1,X,154295795,154330350
TLE1P1,X,65408084,65408672
TLR7,X,12867072,12890361
TLR8,X,12906620,12923169
TLR8-AS1,X,12902817,12908333
TM9SF5P,X,136958883,137021479
TMEM164,X,110002631,110184247
TMEM185A,X,149596556,149631912
TMEM185AP1,X,149768897,149771368
TMEM187,X,153972754,153983194
TMEM230P1,X,107939263,107939642
TMEM255A,X,120258650,120311556
TMEM30BP1,X,118769796,118770857
TMEM31,X,103710909,103714032
TMEM35A,X,101078879,101096367
TMEM47,X,34627075,34657285
TMLHE,X,155489011,155719098
TMLHE-AS1,X,155457738,155611616
TMLHEP1,X,155348752,155349713
TMSB10P2,X,18341216,18341346
